日期,開始時間,結束時間,活動摘要,地點,描述/備註,來源日曆
2025-09-23,12:30,13:30,西歸浦每日偶來市場,"西歸浦每日偶來市場, 18 Jungang-ro 62beon-gil, 특별자치도 Seogwipo, Jeju-do, 大韓民國",https://naver.me/FgHDJag6西歸浦每日偶來市場必吃！精選10大人氣地道小食濟州島的西歸浦每日偶來市場 (서귀포매일올레시장) 是個充滿活力與地道美食的尋寶地。這裡不僅是當地居民的日常市集，更是遊客品嚐濟州風味小食的聖地。從新鮮的海產到濟州特產黑豬肉和柑橘的創意變身，各式小食琳瑯滿目。以下為您精選10種不容錯過的人氣小食，讓您的市場美食之旅更添精彩。1. 橘子麻糬 (감귤모찌)這款小食完美結合了濟州的兩大特產。麻糬Q彈的外皮，包裹著香甜的紅豆沙和一整片新鮮多汁的濟州柑橘。一口咬下，橘子的酸甜果香與豆沙的甜糯完美中和，口感層次豐富，清新不膩。市場內的「할머니떡집」(奶奶糕店) 是購買此款麻糬的知名老店。2. 黑豬肉金菜卷 (흑돼지 김치말이)這是市場裡極具人氣的排隊美食。攤主將調味過的濟州黑豬肉片和香濃的金菜（泡菜）包裹著米飯，在鐵板上煎得滋滋作響。肉片的油脂香氣與金菜的酸辣爽口交織，每一口都讓人心滿意足，是份量與美味兼具的必試小食。3. 마농炸雞 (마농치킨) - 蒜蓉炸雞「마농」(Manong) 在濟州方言中是「蒜」的意思。這家名為「中央炸雞」(중앙통닭) 的店舖以其獨特的蒜蓉炸雞聞名。炸至金黃酥脆的炸雞，起鍋後與滿滿的蒜蓉碎和醬汁拌勻，蒜香濃郁撲鼻，雞肉鮮嫩多汁，是啤酒的最佳搭檔。4. 烤包/章魚麵包 (제성제과 / 문어빵)市場內的「제성제과」(Jesung Bakery) 是一家非常受歡迎的烤包店。他們的招牌是外型像極了放大版章魚燒的烤包，內餡選擇多樣，包括濃郁的黑豬肉、奶油芝士等。外皮微脆，內餡飽滿熱燙，造型可愛又美味。5. 火焰海鮮串 (불쇼 해물꼬치)逛市場時很難不被這攤的火焰表演所吸引。攤主會用噴槍炙燒新鮮的鮑魚、蝦、螺肉等海鮮串。高溫火焰瞬間鎖住海鮮的鮮甜，並賦予其迷人的焦香氣，是視覺與味覺的雙重享受。6. 黑豬肉蕨菜炸肉排卷 (흑돼지 고사리 롤카츠)將濟州特產的黑豬肉和蕨菜(고사리)巧妙結合的創意小食。酥脆的麵衣包裹著扎實的黑豬肉排和帶有獨特香氣的蕨菜，口感外酥內軟，肉香十足，搭配特製醬汁更添風味。7. 濟州柑橘汁 &amp\; 石頭爺爺燒 (귤하르방 주스 &amp\; 빵)來到濟州，怎能不品嚐最新鮮的柑橘製品？市場內隨處可見裝在可愛石頭爺爺(하르방)造型瓶子裡的100%純柑橘汁或漢拿峰橘汁，酸甜解渴。同時也有販售同樣造型的雞蛋糕，內餡常為吉士或柑橘口味，鬆軟香甜。8. 炸紫菜飯卷 (튀김 김밥)有別於傳統的紫菜飯卷(Gimbap)，這裡的攤檔會將包好的飯卷下鍋油炸，使其外層變得異常酥脆。內餡通常包含黑豬肉、鮑魚等豪華食材，炸過的飯卷口感獨特，香氣更為濃郁。9. 新鮮即切生魚片 (모둠회)對於海鮮愛好者來說，偶來市場是個天堂。許多魚店都提供小份量的綜合生魚片拼盤(모둠회)，可以即時品嚐到當天捕獲的各種新鮮漁獲，如鯖魚、帶魚、比目魚等，價格實惠，鮮度滿分。10. 油炸冬甩 (꽈배기) &amp\; 可樂餅 (고로케)在品嚐了各種鹹點後，不妨來點傳統的韓式甜點。市場內的麵包店，如「송사부」(Songsabu)，提供現炸的麻花卷冬甩(꽈배기)和可樂餅(고로케)。冬甩外層沾滿砂糖，口感煙韌有嚼勁；可樂餅則有多種鹹甜內餡，外酥內軟，是完美的飯後點心。,旅行
2025-09-23,13:30,13:45,車,,https://naver.me/Greyslom,旅行
2025-09-23,14:00,15:00,豬蹄菜包飯 君足,"三姓穴海鮮湯, Iljudong-ro, Seogwipo-si, Jeju-do, 大韓民國",https://naver.me/5HkoZONN11:30 - 01:00,旅行
2025-09-23,15:00,15:30,車,,https://naver.me/G6Qfn7eE,旅行
2025-09-23,15:30,16:30,Wind 1947,"Wind 1947, 78-27 Topyeonggongdan-ro, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/xSFau4oS,旅行
2025-09-23,14:30,16:00,如美地植物園,"여미지 식물원, 93 Jungmungwangwang-ro, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/54Lbk1t7,Rain Plan
2025-09-23,16:30,16:45,車,,https://naver.me/5xajzPQD,旅行
2025-09-23,17:00,19:00,酒店 YAKMAEUL (BLACK YAK),"YAKMAEUL (BLACK YAK), 162 Saekdaljungang-ro, Seogwipo, Jeju-do, 大韓民國",https://naver.me/G0DWTTcY,旅行
2025-09-23,19:00,19:15,車,,https://naver.me/546xcm9P,旅行
2025-09-23,19:30,21:00,8.25 滿足的商會 醬蟹 白帶魚,"滿足的商會, 58-5 Jungmunsang-ro, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/GUwi5zgdhttps://img1.kakaocdn.net/cthumb/local/R736x0.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjExMTZfMjEx%2FMDAxNjY4NTg4MjAxMjI4.pFn2KfTrTwruqC-BEzVrX27a6WlEelui-6SBhuOZPb4g.8Zx5VAipLxWbn9GGBcedUiG8-2mjW9zX9UpbgBKylNUg.JPEG.ej0436%2FIMG_3088.JPEG%3Ftype%3Dw773,旅行
2025-09-23,21:00,21:30,車 充電,,https://naver.me/FMT1UGJQ,旅行
2025-09-23,21:30,22:00,酒店 YAKMAEUL (BLACK YAK),"YAKMAEUL (BLACK YAK), 162 Saekdaljungang-ro, Seogwipo, Jeju-do, 大韓民國",https://naver.me/G0DWTTcY,旅行
2025-09-24,08:30,08:45,車,,https://naver.me/F3YOgPce,旅行
2025-09-24,09:00,10:00,參雞湯 飽魚粥 Jukhan Jeonbok 濟州中文店,"Chakhanjeonbok, 2481-10 Cheonjeyeon-ro, Saekdal-dong, Seogwipo, Jeju-do, 大韓民國","https://naver.me/FcmAkZA9식사류 (主食類)대표 (招牌)(몸보신1등) 전복삼계탕(일반) ((養身第一) 鮑魚蔘雞湯 (普通))鮑魚蔘雞湯+各式小菜 (白飯另計)24,000韓元(초가성비) 프리미엄 전복 도시락(1인분) ((超高CP值) 特級鮑魚便當 (1人份))我的身體我來守護~ 提升免疫力的終極王者鮑魚便當28,000韓元(초가성비) 프리미엄 전복 도시락(2인분) ((超高CP值) 特級鮑魚便當 (2人份))我的身體我來守護~ 提升免疫力的終極王者鮑魚便當54,000韓元대표 (招牌)전복죽 (鮑魚粥)鮑魚粥+各式小菜 (可加點鮑魚)17,000韓元대표 (招牌)(해장1등) 전복해물뚝배기(일반) ((解酒第一) 鮑魚海鮮砂鍋 (普通))鮑魚海鮮砂鍋+各式小菜+白飯17,000韓元대표 (招牌)(해장1등) 전복해물뚝배기(특) ((解酒第一) 鮑魚海鮮砂鍋 (特大))鮑魚海鮮砂鍋+各式小菜+白飯20,000韓元전복성게미역국 (鮑魚海膽海帶湯)鮑魚海膽海帶湯+各式小菜17,000韓元대표 (招牌)(배달메뉴 1위) 전복갈비탕(일반) ((外送菜單 第1名) 鮑魚排骨湯 (普通))鮑魚排骨湯+各式小菜+白飯21,000韓元전복모둠물회(2인분) (綜合鮑魚生魚片冷湯 (2人份))綜合鮑魚生魚片冷湯 + 2碗白飯30,000韓元(꿀맛보장) 제육볶음 (600g)(2인분) ((保證꿀맛/蜜糖美味) 韓式辣炒豬肉 (600克)(2人份))香辣的辣炒豬肉、白飯以及豐盛的小菜24,000韓元(밥도둑1등) 낙지볶음(2인분) ((白飯小偷 第1名) 辣炒章魚 (2人份))辣炒章魚+小菜+白飯26,000韓元(New) 전복돌솥비빔밥(1인분) ((新品) 鮑魚石鍋拌飯 (1人份))鮑魚石鍋拌飯+蘿蔔水泡菜+小菜17,000韓元(New) 제육덮밥(1인분) ((新品) 辣炒豬肉蓋飯 (1人份))辣炒豬肉蓋飯+蘿蔔水泡菜+小菜14,000韓元(술안주로딱) 쭈꾸미삼겹살(2인분) ((絕佳下酒菜) 辣炒短爪章魚五花肉 (2人份))辣炒短爪章魚五花肉2人份+2碗白飯+小菜30,000韓元일반갈비탕 (전복x) (普通排骨湯 (不含鮑魚))19,000韓元",旅行
2025-09-24,10:00,10:15,車,,https://naver.me/FHVAbNLO,旅行
2025-09-24,10:15,12:15,山茶花之丘,"山茶花之丘, 166 Byeongak-ro, Andeok-myeon, Seogwipo, Jeju-do, 大韓民國",https://naver.me/GFB10Aam,旅行
2025-09-24,12:15,12:30,車,,https://naver.me/5GGhZQiZ,旅行
2025-09-24,12:30,13:40,黑豬肉 金錢與,"돈이랑본점, 大韓民國 Jeju-do, Seogwipo, 특별자치도, Saekdal-dong, 2182 1-2층",https://naver.me/5N156w4p매일11:30 - 24:00,旅行
2025-09-24,13:40,14:15,車,,https://naver.me/5SSybJyS,旅行
2025-09-24,14:30,15:30,整野食體驗토토아뜰리에,"토토아뜰리에, 112 Goseongbuk-gil, Aewol-eup, Cheju, Jeju-do, 大韓民國","https://naver.me/56R69Hxx
上午10:00
上午11:00
下午1:30
下午2:30
下午3:30
下午4:30

【成人烹飪：10歲以上】濟州全麥橘子蛋白派
- 成人必須年滿10歲才能參加。

【確認】僅限韓國年齡10歲以上人士參加！ 10歲以下兒童不得參加（出於安全考量）。 10歲以下的預訂將被現場取消。

1. Toto Atelier成人烹飪（10歲以上）為自助式。我們將預先為您準備預訂菜單所需的食材和工具。您只需觀看食譜影片並按照說明操作即可。工作人員將提供全面的指導。

2. 僅限韓國年齡10歲以上人士參加！ 10歲以下兒童不得參加！

3. 如遇惡劣天氣，採摘花園體驗將取消。

4. 每人只能點一份菜單。同行的客人可以選擇不同的菜單。

[資訊]

1. 預約後，請前往 Toto Atelier。

2. 現場確認購買後，領取圍裙並等待預約入場時間。

3. 體驗期間禁止入場，請在預約時間內到達。 （遲到不退款或取消。）

4. 購買後，體驗時間或日期恕不更改。

5. 當天不接受取消或退款。

[導覽]

 營業日：週二至週日
（週一休）

 營業時間：10:00 - 18:00
（休息時間：12:20 - 13:00）

 體驗時間：約50分鐘
（體驗開始時間：10:00、11:00、13:30、14:30、15:30、16:30）

 停車資訊：私人停車場

 諮詢電話：064-745-7676

 地址：濟州市涯月邑高城北路112號

濟州島之旅，告別無聊！與朋友、情人、伴侶或家人

用濟州島當地美食烹飪，
濟州島唯一的自助烹飪實驗室

使用預先準備好的食材烹飪
按照食譜烹飪

廚師級糕點製作
濟州島Toto工坊

即使是完全的初學者，也能按照食譜製作出傑作。

在玻璃工作室裡，以大海和漢拿山為背景，記錄您的烹飪體驗！還有專屬攝影師為您拍攝完美的照片。",旅行
2025-09-24,15:40,16:00,車,,https://naver.me/FNIGNXlC,旅行
2025-09-24,16:00,17:45,吾羅洞蕎麥花田,"Ora-Dong Green Barley - Buckwheat Field, 大韓民國 Jeju-do, Cheju, 오라동 산76",https://naver.me/IMyGTv57,旅行
2025-09-24,17:45,18:00,車,,https://naver.me/xYv4Rsne,旅行
2025-09-24,18:00,19:30,三姓穴海鮮湯,"三姓穴海鮮鍋삼성혈해물탕, 20 Seondeok-ro 5-gil, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/xucpY1fK,旅行
2025-09-24,19:30,19:45,車,,https://naver.me/5W9OdwuV,旅行
2025-09-24,19:45,20:15,酒店,"濟州文提莫酒店及公寓, 14 Yeonsam-ro, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/GG7t2cRq,旅行
2025-09-24,20:15,21:45,蓮洞商圈,"蓮洞연꽃, 大韓民國 제주특별자치도 제주시 연동",,旅行
2025-09-24,21:00,22:00,Alice Café Yeondong Branch,"Alice Café Yeondong Branch, 大韓民國 Jeju-do, Cheju, 연동 1485-6",https://naver.me/FtGvuTzF,旅行
2025-09-24,21:45,22:15,雪冰,"설빙 신제주직영점, 大韓民國 제주특별자치도 제주시 특별자치도, 연동",https://naver.me/x8tpetQN,旅行
2025-09-24,22:15,22:45,酒店,"濟州文提莫酒店及公寓, 14 Yeonsam-ro, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/GG7t2cRq,旅行
2025-09-25,08:00,08:45,豬肉湯麵 索吉爾麵條,"소길국수, 72 Sindae-ro, 특별자치도, Cheju, Jeju-do, 大韓民國","https://naver.me/FoEw4lKR깊고 진한 고기국수 (濃郁香醇豬肉湯麵)在濃郁的豬骨高湯中，加入軟嫩的豬肉和梔子麵完美結合的傳統濟州豬肉湯麵。 (加2,000韓元可升級大碗)10,000韓元대표 (招牌)새콤한 파절이에 야들한 수육 한 접시 (涼拌蔥絲搭配鮮嫩白切肉拼盤)將濟州傳統血腸、軟嫩的濟州產白切豬肉，搭配酸甜開胃的涼拌蔥絲一同享用。16,000韓元새콤달콤 비빔국수 (酸甜辣拌麵)用酸甜帶辣的醬料，拌上爽脆的蔬菜、濟州鹿尾菜(羊栖菜)和Q彈的麵條。(加2,000韓元可升級大碗)10,000韓元멸치육수와 살살녹는 고기의 멸고국수 (小魚乾湯頭搭配入口即化豬肉的湯麵)濃郁鮮美的小魚乾湯頭與軟嫩的豬肉完美結合的湯麵。(加2,000韓元可升級大碗)10,000韓元담백한 감칠맛의 멸치국수 (清淡鮮美的小魚乾湯麵)擁有濃郁鮮美小魚乾湯頭、風味清淡爽口的湯麵。(加1,000韓元可升級大碗)8,000韓元쫄깃 촉촉 고기 가득한 고기듬뿍국밥 (滿滿Q彈濕潤豬肉的湯飯)在濃郁香醇的湯頭中，加入了超過200克的濟州黑豬肉，是一碗能填飽肚子的豐盛湯飯。11,000韓元든든해장 끝판왕 얼큰고기듬뿍국밥 (解酒終極王者 辛辣豬肉湯飯)在濃郁香醇的湯頭中，加入了只要喝一口就能暖胃解酒的秘製香辣調味醬。11,000韓元육즙팡팡 쫄깃한 만두 한 접시 (一盤爆汁Q彈的餃子)Q彈的餃子皮裡，塞滿了豬肉和蔬菜內餡。6,000韓元",旅行
2025-09-25,08:45,09:15,車,,https://naver.me/xAAGZwf0,旅行
2025-09-25,09:15,10:30,粉紅芒草園Seami Garden,"새미동산꽃밭, 275 Jonginnae-gil, Jocheon-eup, Cheju, Jeju-do, 大韓民國",,旅行
2025-09-25,08:30,10:00,Boromwat,"Boromwat, 2350-104, 번영로 표선면 서귀포시 제주특별자치도 大韓民國",https://naver.me/xq3aO1GW,Rain Plan
2025-09-25,10:30,10:45,車,,https://naver.me/x7jczk4F,旅行
2025-09-25,10:45,12:00,蕎麥花,"와흘메밀마을협의회, 大韓民國 Jeju-do, Cheju, 특별자치도, Jocheon-eup, Waheul-ri, 362-16번지 KR",https://naver.me/5wWI2kYM,旅行
2025-09-25,12:00,12:15,車 （充電）,,https://naver.me/GRuAyb4K,旅行
2025-09-25,12:15,13:15,Unidam 海膽飯,"우니담 제주 함덕점 (Hamdeok Unidam), 大韓民國 Jeju-do, Cheju, 특별자치도 Jocheon-eup, Johamhaean-ro, 530 4 층0","https://naver.me/5130BH9V

09:30 - 19:30

- 海膽紫菜湯佐鮑魚蓋飯 26,000韓元
- 海膽蓋飯（Uni Rice Bowl）
   小份 - 28,000韓元 / 大份 - 36,000韓元 / 上圖為大份。 28,000韓元
- 海膽拌飯（uni bibimbap）22,000韓元
- 烤方頭魚鮑魚鍋飯 24,000韓元
- 鰻魚蓋飯 29,000韓元
- 海膽海帶湯 19,000韓元
- 鮑魚海帶湯 19,000韓元
- 海膽 一盤（uni plate）37,000韓元
   一盤 37,000韓元 / 半盤 26,000韓元
- 烤牛小排（Tteokgalbi） 11,000韓元
- 烤鰻魚 26,000韓元
   一盤 - 38,000韓元 / 半盤 - 26,000韓元 / 上圖滿滿一盤。 
- 烤什錦肉 13,000韓元
- 燒酒/啤酒 5,000韓元",旅行
2025-09-25,13:25,13:45,車,,https://naver.me/GOhzFuBz,旅行
2025-09-25,14:00,15:00,越野體驗 Jerazin Offroad Adventures,"제주오프로드, 大韓民國 Jeju-do, Cheju, Jocheon-eup, Seonheul-ri, 359-1 제주특별자치도","https://naver.me/xoH8zUrMhttps://booking.naver.com/booking/12/bizes/239384/items/6360463?startDateTime=2025-09-24T00%3A00%3A00%2B09%3A00매일10:00 - 18:00九人座突擊車（額外優惠進行中）每人 49,000 韓元“超乎想像的宏偉氣勢，驚心動魄的刺激！！”引擎的轟鳴和座椅帶來的強烈震動，將為您帶來前所未有的全新體驗。探索宏偉壯麗的濟州島自然風景！【濟州突擊車資訊】- 當天預訂僅限電話 (070-8880-3900)。- 突擊車可容納 9 人，與其他預訂團體共享旅遊套裝行程。- 突擊車最低乘車人數為 6 人。- 如果未達到最低乘車人數，突擊車可能會更換車輛。- 單人預訂也可接受，但如果總乘客人數未達到最低乘車人數，可能會更換或取消車輛。【Photo+ (Plus) 服務】- 滿滿的回憶！滿滿的愛！與摯愛親朋共度美好時光。專業攝影師將用照片捕捉濟州島自然之美的動人瞬間。（預約電話：070-8880-3900）看更多1越野基本訊息*當日預約請電070-8880-3900。*濟州島越野項目是一項體驗式產品，您可以乘坐車輛遊覽越野路線。 （無需自駕。）*行程約40-45分鐘。*3歲以上兒童可選擇私人車輛，6歲以上兒童可選擇其他車輛。嬰幼兒及未成年人必須由家長陪同，並在行程開始前填寫知情同意書。*孕婦謝絕搭乘。+ 體重超過100公斤者禁止搭乘（請事先諮詢）。*預訂後，由於惡劣天氣或安全原因，行程可能會更改或取消。因自然災害或航班取消等設施技術問題而取消或更改行程，將不收取取消費或取消費。在這種情況下，我們會提前通知您。如果您直接在「我的主頁」取消，我們將根據既定的退款政策處理退款。請務必等待自動取消完成。* 當天取消，如未事先通知，恕不退款。* 杰拉津越野車每小時整點發車。請提早15分鐘到達。否則，您的車票可能會被取消。* 取消費將依照Naver的退款政策收取。",旅行
2025-09-25,15:00,15:10,車,,https://naver.me/xpBWuiH0,旅行
2025-09-25,15:15,16:45,Cafe the Container,"Cafe the Container, 513 Hamwa-ro, Jocheon-eup, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/FvEgFAKx,旅行
2025-09-25,15:30,17:00,海女博物館,"海女博物館, 26 Haenyeobangmulgwan-gil, Gujwa-eup, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/FBesxWQg,Rain Plan
2025-09-25,16:45,17:00,車,,https://naver.me/565Y8tEV,旅行
2025-09-25,17:00,18:00,咸德海灘,"咸德海灘, 大韓民國濟州特別自治道濟州市朝天邑 Sinbuk-ro, 咸德海灘",https://naver.me/xBwJypFt,旅行
2025-09-25,18:00,19:30,8.28 Bandipasta 鹹德本店,"Bandi Pasta, 大韓民國 Jeju-do, Cheju, 특별자치도, Jocheon-eup, Hamdeok-ri, 528 KR 1004-29 3층 반디파스타","https://naver.me/xLWArFDe

下午6:27日落",旅行
2025-09-25,19:30,20:30,photoism 咸德店,"포토이즘박스함덕해수욕장점, 大韓民國 Jeju-do, Cheju, 특별자치도, Jocheon-eup, Hamdeok-ri, 1270-2",https://naver.me/GlJELWsx,旅行
2025-09-25,20:30,21:00,橋村炸雞 咸德,"교촌치킨 함덕점, 510 Johamhaean-ro, Jocheon-eup, Cheju, Jeju-do, 大韓民國",https://naver.me/xOxcGN93,旅行
2025-09-25,21:00,21:45,車 （充電）,,https://naver.me/GwSINVWI,旅行
2025-09-25,21:45,22:15,酒店,"Attirance Hotel & Pool Villa, 10 Siheung-ri, Seongsan-eup, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/x8t9ONPz,旅行
2025-09-26,09:00,09:30,車,,https://naver.me/5lf6Z3ny,旅行
2025-09-26,09:30,10:30,London Bagel Museum Jeju,"London Bagel Museum Jeju, 85 Dongbok-ro, Gujwa-eup, 특별자치도, Cheju, Jeju-do, 大韓民國",https://naver.me/x3jFhsyC08:00–18:00https://www.catchtable.net/zh-TW/shop/london_bagel_museum_jeju?ct-referrer=google-maps?airbridge_referrer=airbridge%3Dtrue%26client_id%3D010a77a1-b42b-4726-a186-42e15d2974b0%26event_uuid%3D3dcf0608-b51d-4973-b41b-5017c201f656%26referrer_timestamp%3D1755451052002%26short_id%3Ddeacyh%26channel%3Dgooglemaps%26campaign%3DCT_UNIVERSAL%26tracking_template_id%3D045212f7d710f9b5e86a77bdeed9328b%26ad_group%3DLANDING%26og_tag_id%3D141407094%26routing_short_id%3Dr5slqa%26path%3Dshop%252Flondon_bagel_museum_jeju%26params%3D%253Fct-referrer%253Dgoogle-maps&amp\;utm_source=googlemaps&amp\;utm_campaign=CT_UNIVERSAL&amp\;path=shop%2Flondon_bagel_museum_jeju&amp\;params=%3Fct-referrer%3Dgoogle-maps,旅行
2025-09-26,10:00,10:30,Cafe 브라보비치,"Bravo Beach, 10 Siheung-ri, Seongsan-eup, 특별자치도, Seogwipo, Jeju-do, 大韓民國",    09:30–18:30https://place.map.kakao.com/2100235714,旅行
2025-09-26,10:30,11:00,車,,https://naver.me/Ig4YTZQm,旅行
2025-09-26,11:00,13:00,城山堂,"城山堂 Seongsandang, 181-17 Seongsan-ri, Seongsan-eup, Seogwipo, Jeju-do, 大韓民國",https://www.klook.com/zh-HK/activity/137159-traditional-hanbok-indoor-studio-photoshoot-experience-in-jeju/https://naver.me/5mI5Je5f,旅行
2025-09-26,13:00,13:15,車,,https://naver.me/GT6SHv1N,旅行
2025-09-26,13:15,14:30,豆漿冷麵 麵條村 ,"국수마을, 30 Dongnyuam-ro, Seongsan-eup, Seogwipo, Jeju-do, 大韓民國","https://naver.me/5huPYAPn

肉湯麵 8,000韓元

調味海膽刀切面 12,000韓元

拌麵 2人份及以上適用 8,000韓元

白切肉 20,000韓元

鳀魚湯麵 8,000韓元

冷豆漿麵（5月-9月當季菜單）
大豆 - 僅限國產
9,000韓元",旅行
2025-09-26,14:30,15:00,車,,https://naver.me/xxFAsg7T,旅行
2025-09-26,15:00,16:30,Cafe Glencoe,"Cafe Glencoe, 886 Songdang-ri, Gujwa-eup, Cheju, Jeju-do, 大韓民國",https://naver.me/5LHsd1hG,旅行
2025-09-26,15:00,16:30,Boromwat,"Boromwat, 2350-104, 번영로 표선면 서귀포시 제주특별자치도 大韓民國",https://naver.me/xq3aO1GW,旅行
2025-09-26,14:00,15:30,光之堡壘,"光之地堡, 89-17 Seoseongil-ro 1168beon-gil, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/xcnaMIV3,Rain Plan
2025-09-26,16:30,17:00,車,,https://naver.me/FAPBGpFS,旅行
2025-09-26,17:00,17:30,城山堂,"城山堂 Seongsandang, 181-17 Seongsan-ri, Seongsan-eup, Seogwipo, Jeju-do, 大韓民國",https://www.klook.com/zh-HK/activity/137159-traditional-hanbok-indoor-studio-photoshoot-experience-in-jeju/https://naver.me/5mI5Je5f,旅行
2025-09-26,17:30,17:40,車,,https://naver.me/xktI35ho,旅行
2025-09-26,18:00,19:00,Seogwipean Bakery,"Seogwipean Bakery, 17 2F Sinyang-ro 122beon-gil, Seongsan-eup, Seogwipo, Jeju-do, 大韓民國",https://naver.me/G7V4dL7G,旅行
2025-09-26,19:00,20:00,燉雞 城山店,"두찜 서귀포성산점, 大韓民國 Jeju-do, Seogwipo, Seongsan-eup, Sinyang-ro 122beon-gil, 10-6 1층",https://naver.me/GL8D4i0a,旅行
2025-09-26,20:00,20:30,車,,https://naver.me/xOdIMKlI,旅行
2025-09-26,20:30,21:30,Olive Young 濟州世華店,"올리브영 제주세화점, 大韓民國 Jeju-do, Cheju, 특별자치도, Gujwa-eup, Pyeongdae-ri, 151-4 1 층",https://naver.me/xeAMzrV1,旅行
2025-09-26,21:30,22:00,車（充電）,,https://naver.me/FnV6wd9V,旅行
2025-09-26,21:30,22:00,橋村炸雞 城山,"橋村炸雞城山日出峰店, 大韓民國 Jeju-do, Seogwipo, 특별자치도, Seongsan-eup, Seongsan-ri, 362-1번지 1층",https://naver.me/GlJ1UDLd,旅行
2025-09-26,22:00,22:30,酒店,"Attirance Hotel & Pool Villa, 10 Siheung-ri, Seongsan-eup, 특별자치도, Seogwipo, Jeju-do, 大韓民國",https://naver.me/GvctS1Q8,旅行
2025-09-27,08:00,08:05,車 （充電）,,https://naver.me/5TQXrj1i,旅行
2025-09-27,08:30,09:00,牛島船,"Udo, Jeju-si",http://udoboat.smart9.net/m/pages.php?p=3_1_1_1每日營業時間由07:00 – 18:30，每30分鐘一班，船程約15-20分鐘11:00 - 11:3011:30 - 12:00https://alinalife.tw/jeju-udo/https://naver.me/FvEjIF6a,旅行
2025-09-27,09:00,13:30,牛島,"Udo, Jeju-si",https://naver.me/GkUEy5Kwhttps://naver.me/GgBxyTWdhttps://naver.me/GgBxyTirhttp://udoboat.smart9.net/m/pages.php?p=3_1_1_111:00 - 11:3011:30 - 12:00https://alinalife.tw/jeju-udo/,旅行
2025-09-27,09:00,09:30,藍洞快艇,"우도레저선착장, Udobong-gil, Udo-myeon, Jeju-si, Jeju-do, 大韓民國",https://naver.me/5VmVnLba針對2025年9月23日的具體分析當日潮汐：高潮約在上午11:00，低潮約在傍晚 5:10。潮水趨勢：這意味著從中午開始，潮水就在持續下降，越接近傍晚5:10，水位就越低。機會窗口的推測快艇能否進入，最終是由經驗豐富的船家現場判斷。一個比較實際的推測是，這個**「可進入窗口」可能會在下午4:00至4:30左右開始**。在這個時間點，潮水可能已經退得足夠低，讓船家判斷可以安全地進行第一次的入洞嘗試。從此刻一直到傍晚5:10的低潮點，都是進入洞窟的可能時間。結論與風險評估機會：所以，您在當天下午4:00之後去搭乘快艇，確實有機會滿足進入洞窟的條件，不一定要等到5:10。風險：但這也帶來了我們之前討論過的**「時間風險」**。因為4點多已接近傍晚，您必須將快艇作為在牛島的最後一個行程，結束後直接去還車趕船（末班船約6:00），整個行程會非常緊張，幾乎沒有緩衝時間。,旅行
2025-09-27,11:00,12:00,漢拏山炒飯 豐園,"豐園, 大韓民國 Jeju-do, Cheju, 특별자치도, Udo-myeon, Udohaean-gil, 340 풍원","https://naver.me/FQVGK1lM辣炒槍烏賊 (主打菜)20,000韓元每日早晨在店內親手處理，只使用最頂級的濟州產槍烏賊為您烹調。辣炒黑豬肉只使用100%濟州產黑豬肉，並以特製醬料醃製熟成24小時，讓您能品嚐到最頂級的美味。16,000韓元漢拏山炒飯 (主打菜)5,000韓元會用剩下的醬料為您製作漢拏山造型的炒飯，並為您講述神秘的濟州島故事。鮑魚粥12,000韓元牛島花生瑪格利酒 (米酒)5,000韓元",旅行
2025-09-27,12:00,13:00,牛島花園,"牛島公園, 626 Ushijima, Kasukabe, Saitama 344-0004日本",,旅行
2025-09-27,11:00,12:30,濟洲水上星球,"濟洲水上星球, 95 Seopjikoji-ro, Seongsan-eup, Seogwipo, Jeju-do, 大韓民國",https://naver.me/xiquOGa4,Rain Plan
2025-09-27,13:30,13:50,牛島船,"Udo, Jeju-si",http://udoboat.smart9.net/m/pages.php?p=3_1_1_111:00 - 11:3011:30 - 12:00https://alinalife.tw/jeju-udo/,旅行
2025-09-27,13:50,13:55,車,,https://naver.me/IxKWtsXE,旅行
2025-09-27,14:00,14:30,海女表演,"Haenyeo Divers Resting Lounge, Seongsan-ri, Seongsan-eup, Seogwipo-si, Jeju-do, 大韓民國",https://we4-travel.com/jeju-seongsan/https://naver.me/xxYModWo,旅行
2025-09-27,14:30,15:00,車,,https://naver.me/FpPZnMqy,旅行
